,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,home_rink_side_start,venue,venue_link,venue_time_zone_id,venue_time_zone_offset,venue_time_zone_tz,HomeTeam,AwayTeam
1261,2013020157,20132014,R,2013-10-26T23:00:00Z,28,8,2,0,away win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,San Jose
1428,2013020161,20132014,R,2013-10-26T23:00:00Z,52,25,2,1,away win SO,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Winnipeg
1510,2013020159,20132014,R,2013-10-26T23:00:00Z,7,14,2,3,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Buffalo
1563,2013020158,20132014,R,2013-10-26T23:00:00Z,3,17,3,2,away win OT,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,NY Rangers
1589,2013020156,20132014,R,2013-10-26T23:00:00Z,5,10,1,4,home win REG,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,Pittsburgh
1680,2013020155,20132014,R,2013-10-26T23:00:00Z,1,6,4,3,away win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,New Jersey
1218,2013020163,20132014,R,2013-10-27T00:00:00Z,19,18,6,1,away win REG,left,Bridgestone Arena,/api/v1/venues/null,America/Chicago,-5,CDT,Nashville,St Louis
1543,2013020162,20132014,R,2013-10-27T00:00:00Z,30,16,5,3,away win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Minnesota
1314,2013020165,20132014,R,2013-10-27T02:00:00Z,15,20,2,5,home win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Washington
1541,2013020166,20132014,R,2013-10-27T21:00:00Z,28,9,5,2,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,San Jose
1868,2013020167,20132014,R,2013-10-27T21:00:00Z,14,13,4,3,away win SO,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Tampa Bay
1393,2013020168,20132014,R,2013-10-27T22:00:00Z,24,29,4,3,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Anaheim
1038,2013020169,20132014,R,2013-10-28T00:00:00Z,52,21,2,3,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Winnipeg
1777,2013020170,20132014,R,2013-10-28T01:00:00Z,22,26,1,2,home win SO,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Edmonton
1579,2013020172,20132014,R,2013-10-28T23:00:00Z,5,12,3,1,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Pittsburgh
1796,2013020171,20132014,R,2013-10-28T23:00:00Z,25,7,4,3,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Dallas
1986,2013020173,20132014,R,2013-10-28T23:30:00Z,8,3,2,0,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Montreal
1545,2013020174,20132014,R,2013-10-29T00:00:00Z,16,30,5,1,away win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Chicago
1029,2013020175,20132014,R,2013-10-29T02:00:00Z,15,23,2,3,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Washington
900,2013020177,20132014,R,2013-10-29T23:00:00Z,24,4,3,2,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Anaheim
973,2013020178,20132014,R,2013-10-29T23:00:00Z,25,8,1,2,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Dallas
1085,2013020176,20132014,R,2013-10-29T23:00:00Z,3,2,3,2,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,NY Rangers
1000,2013020179,20132014,R,2013-10-29T23:30:00Z,14,1,1,2,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Tampa Bay
1713,2013020181,20132014,R,2013-10-30T00:00:00Z,52,19,2,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Winnipeg
1944,2013020180,20132014,R,2013-10-30T00:00:00Z,9,16,5,6,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Ottawa
1953,2013020182,20132014,R,2013-10-30T01:00:00Z,10,22,4,0,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Toronto
1020,2013020183,20132014,R,2013-10-30T02:00:00Z,26,27,1,3,home win REG,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Los Angeles
916,2013020185,20132014,R,2013-10-31T00:00:00Z,10,20,4,2,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Toronto
1161,2013020184,20132014,R,2013-10-31T00:00:00Z,6,5,2,3,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Boston
1247,2013020187,20132014,R,2013-10-31T02:30:00Z,28,26,3,4,home win OT,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,San Jose
1464,2013020186,20132014,R,2013-10-31T02:30:00Z,17,23,2,1,away win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Detroit
1147,2013020188,20132014,R,2013-10-31T23:00:00Z,24,6,2,3,home win SO,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Anaheim
1640,2013020189,20132014,R,2013-10-31T23:00:00Z,7,3,0,2,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Buffalo
1254,2013020190,20132014,R,2013-11-01T02:00:00Z,18,27,4,5,home win SO,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Nashville
933,2013020192,20132014,R,2013-11-01T23:00:00Z,29,5,2,4,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Columbus
1616,2013020193,20132014,R,2013-11-01T23:00:00Z,14,12,3,0,away win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Tampa Bay
1748,2013020191,20132014,R,2013-11-01T23:00:00Z,15,4,7,0,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Washington
1517,2013020194,20132014,R,2013-11-01T23:30:00Z,2,9,5,4,away win SO,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,NY Islanders
2072,2013020195,20132014,R,2013-11-01T23:30:00Z,19,13,4,0,away win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,St Louis
982,2013020196,20132014,R,2013-11-02T00:00:00Z,8,30,3,4,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Montreal
965,2013020197,20132014,R,2013-11-02T00:30:00Z,21,25,3,2,away win OT,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Colorado
1504,2013020198,20132014,R,2013-11-02T01:00:00Z,17,20,4,3,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Detroit
1439,2013020199,20132014,R,2013-11-02T19:00:00Z,16,52,5,1,away win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Chicago
922,2013020208,20132014,R,2013-11-02T23:00:00Z,10,23,0,4,home win REG,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,Toronto
985,2013020203,20132014,R,2013-11-02T23:00:00Z,4,1,1,0,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Philadelphia
1080,2013020206,20132014,R,2013-11-02T23:00:00Z,13,15,2,3,home win SO,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Florida
1216,2013020201,20132014,R,2013-11-02T23:00:00Z,24,7,6,3,away win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Anaheim
1271,2013020205,20132014,R,2013-11-02T23:00:00Z,12,3,1,5,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Carolina
1279,2013020204,20132014,R,2013-11-02T23:00:00Z,6,2,1,3,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Boston
1484,2013020207,20132014,R,2013-11-02T23:00:00Z,5,29,3,0,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Pittsburgh
1955,2013020202,20132014,R,2013-11-02T23:00:00Z,19,14,2,4,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,St Louis
1140,2013020210,20132014,R,2013-11-03T02:00:00Z,17,22,5,0,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Detroit
2110,2013020209,20132014,R,2013-11-03T02:00:00Z,8,21,1,4,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Montreal
1109,2013020200,20132014,R,2013-11-03T02:30:00Z,18,26,4,3,away win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Nashville
1190,2013020211,20132014,R,2013-11-03T02:30:00Z,27,28,3,2,away win SO,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Phoenix
2015,2013020212,20132014,R,2013-11-03T18:00:00Z,25,9,4,3,away win SO,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Dallas
1645,2013020213,20132014,R,2013-11-04T00:30:00Z,20,16,3,2,away win OT,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Calgary
1789,2013020214,20132014,R,2013-11-04T01:00:00Z,1,30,0,4,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,New Jersey
1975,2013020215,20132014,R,2013-11-05T00:30:00Z,24,3,2,1,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Anaheim
1806,2013020216,20132014,R,2013-11-05T01:00:00Z,17,52,2,4,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Detroit
1313,2013020218,20132014,R,2013-11-06T00:00:00Z,2,15,2,6,home win REG,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,NY Islanders
1540,2013020219,20132014,R,2013-11-06T00:00:00Z,9,29,4,1,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Ottawa
2085,2013020217,20132014,R,2013-11-06T00:00:00Z,25,6,3,2,away win SO,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Dallas
939,2013020221,20132014,R,2013-11-06T00:30:00Z,22,13,4,3,away win OT,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Edmonton
1558,2013020222,20132014,R,2013-11-06T00:30:00Z,4,12,1,2,home win OT,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Philadelphia
2120,2013020220,20132014,R,2013-11-06T00:30:00Z,19,8,3,2,away win SO,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,St Louis
1817,2013020223,20132014,R,2013-11-06T01:00:00Z,20,30,1,5,home win REG,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Calgary
1283,2013020224,20132014,R,2013-11-06T02:00:00Z,23,27,2,3,home win SO,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Vancouver
1265,2013020225,20132014,R,2013-11-06T03:30:00Z,7,28,5,4,away win SO,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Buffalo
1595,2013020226,20132014,R,2013-11-07T00:30:00Z,5,3,1,5,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Pittsburgh
1091,2013020227,20132014,R,2013-11-07T01:00:00Z,52,16,1,4,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Winnipeg
1583,2013020228,20132014,R,2013-11-07T02:30:00Z,18,21,6,4,away win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Nashville
1998,2013020229,20132014,R,2013-11-07T03:00:00Z,27,24,2,5,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Phoenix
910,2013020230,20132014,R,2013-11-08T00:00:00Z,13,6,1,4,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Florida
1358,2013020231,20132014,R,2013-11-08T00:00:00Z,8,9,1,4,home win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Montreal
1759,2013020234,20132014,R,2013-11-08T00:00:00Z,2,12,0,1,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,NY Islanders
1801,2013020233,20132014,R,2013-11-08T00:00:00Z,30,15,2,3,home win SO,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Minnesota
1808,2013020235,20132014,R,2013-11-08T00:00:00Z,3,29,4,2,away win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,NY Rangers
1830,2013020232,20132014,R,2013-11-08T00:00:00Z,1,4,3,0,away win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,New Jersey
1009,2013020236,20132014,R,2013-11-08T00:30:00Z,25,17,4,3,away win OT,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Dallas
1948,2013020237,20132014,R,2013-11-08T00:30:00Z,22,14,2,4,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Edmonton
918,2013020238,20132014,R,2013-11-08T01:00:00Z,20,19,2,3,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Calgary
1225,2013020239,20132014,R,2013-11-08T03:30:00Z,7,26,0,2,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Buffalo
1475,2013020240,20132014,R,2013-11-08T03:30:00Z,23,28,4,2,away win REG,left,SAP Center at San Jose,/api/v1/venues/null,America/Los_Angeles,-7,PDT,San Jose,Vancouver
2002,2013020241,20132014,R,2013-11-09T00:30:00Z,1,10,1,2,home win SO,right,Air Canada Centre,/api/v1/venues/null,America/Toronto,-4,EDT,Toronto,New Jersey
1352,2013020242,20132014,R,2013-11-09T01:00:00Z,18,52,0,5,home win REG,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Nashville
1678,2013020243,20132014,R,2013-11-09T02:00:00Z,20,21,2,4,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Calgary
1006,2013020244,20132014,R,2013-11-09T03:00:00Z,7,24,2,6,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Buffalo
2125,2013020245,20132014,R,2013-11-09T18:00:00Z,22,4,2,4,home win REG,right,Wells Fargo Center,/api/v1/venues/null,America/New_York,-4,EDT,Philadelphia,Edmonton
1141,2013020246,20132014,R,2013-11-09T19:00:00Z,13,9,2,3,home win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Florida
977,2013020250,20132014,R,2013-11-10T00:00:00Z,2,29,2,5,home win REG,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,NY Islanders
1194,2013020249,20132014,R,2013-11-10T00:00:00Z,30,12,3,2,away win SO,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Minnesota
1514,2013020248,20132014,R,2013-11-10T00:00:00Z,14,17,3,2,away win OT,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Tampa Bay
1572,2013020247,20132014,R,2013-11-10T00:00:00Z,10,6,1,3,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Toronto
974,2013020252,20132014,R,2013-11-10T01:00:00Z,16,25,5,2,away win REG,right,American Airlines Center,/api/v1/venues/null,America/Chicago,-5,CDT,Dallas,Chicago
1122,2013020251,20132014,R,2013-11-10T01:00:00Z,5,19,1,2,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Pittsburgh
2028,2013020253,20132014,R,2013-11-10T01:00:00Z,15,27,3,4,home win SO,,Jobing.com Arena,/api/v1/venues/null,America/Phoenix,-7,MST,Phoenix,Washington
1627,2013020254,20132014,R,2013-11-10T03:00:00Z,23,26,1,5,home win REG,right,Staples Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Los Angeles,Vancouver
1887,2013020255,20132014,R,2013-11-10T23:00:00Z,2,8,2,4,home win REG,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,NY Islanders
1186,2013020257,20132014,R,2013-11-11T00:00:00Z,13,3,3,4,home win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,Florida
1666,2013020256,20132014,R,2013-11-11T00:00:00Z,18,1,0,5,home win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Nashville
1662,2013020258,20132014,R,2013-11-11T00:30:00Z,22,16,4,5,home win REG,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Edmonton
1435,2013020261,20132014,R,2013-11-11T01:00:00Z,23,24,1,3,home win REG,left,Honda Center,/api/v1/venues/null,America/Los_Angeles,-7,PDT,Anaheim,Vancouver
1546,2013020259,20132014,R,2013-11-11T01:00:00Z,28,52,4,5,home win SO,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,San Jose
2006,2013020260,20132014,R,2013-11-11T01:00:00Z,15,21,1,4,home win REG,right,Pepsi Center,/api/v1/venues/null,America/Denver,-6,MDT,Colorado,Washington
1493,2013020262,20132014,R,2013-11-11T18:00:00Z,14,6,0,3,home win REG,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Tampa Bay
1289,2013020264,20132014,R,2013-11-13T00:00:00Z,18,2,1,3,home win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Nashville
1518,2013020263,20132014,R,2013-11-13T00:00:00Z,26,7,2,3,home win SO,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Los Angeles
1655,2013020267,20132014,R,2013-11-13T00:00:00Z,21,12,1,2,home win REG,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Colorado
1718,2013020266,20132014,R,2013-11-13T00:00:00Z,29,15,3,4,home win OT,right,Verizon Center,/api/v1/venues/null,America/New_York,-4,EDT,Washington,Columbus
2075,2013020265,20132014,R,2013-11-13T00:00:00Z,1,3,3,2,away win REG,right,Madison Square Garden,/api/v1/venues/null,America/New_York,-4,EDT,NY Rangers,New Jersey
1113,2013020271,20132014,R,2013-11-13T00:30:00Z,24,13,2,3,home win REG,right,BB&T Center,/api/v1/venues/null,America/New_York,-4,EDT,Florida,Anaheim
1132,2013020269,20132014,R,2013-11-13T00:30:00Z,4,9,5,0,away win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Philadelphia
1720,2013020268,20132014,R,2013-11-13T00:30:00Z,14,8,2,1,away win SO,right,Centre Bell,/api/v1/venues/null,America/Montreal,-4,EDT,Montreal,Tampa Bay
1895,2013020270,20132014,R,2013-11-13T00:30:00Z,52,17,3,2,away win SO,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Winnipeg
1995,2013020272,20132014,R,2013-11-13T01:00:00Z,27,19,3,2,away win OT,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Phoenix
936,2013020273,20132014,R,2013-11-13T02:00:00Z,28,20,3,2,away win OT,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,San Jose
2071,2013020274,20132014,R,2013-11-14T00:30:00Z,10,30,1,2,home win SO,right,Xcel Energy Center,/api/v1/venues/null,America/Chicago,-5,CDT,Minnesota,Toronto
907,2013020275,20132014,R,2013-11-14T01:00:00Z,4,5,2,1,away win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Philadelphia
1133,2013020276,20132014,R,2013-11-14T03:00:00Z,25,22,3,0,away win REG,left,Rexall Place,/api/v1/venues/null,America/Edmonton,-6,MDT,Edmonton,Dallas
1166,2013020277,20132014,R,2013-11-15T00:00:00Z,29,6,2,3,home win OT,left,TD Garden,/api/v1/venues/null,America/New_York,-4,EDT,Boston,Columbus
1457,2013020278,20132014,R,2013-11-15T00:00:00Z,26,2,3,2,away win REG,left,Nassau Coliseum,/api/v1/venues/null,America/New_York,-4,EDT,NY Islanders,Los Angeles
1238,2013020279,20132014,R,2013-11-15T00:30:00Z,24,14,1,5,home win REG,left,Tampa Bay Times Forum,/api/v1/venues/null,America/New_York,-4,EDT,Tampa Bay,Anaheim
962,2013020280,20132014,R,2013-11-15T01:00:00Z,27,16,4,5,home win SO,right,United Center,/api/v1/venues/null,America/Chicago,-5,CDT,Chicago,Phoenix
1064,2013020281,20132014,R,2013-11-15T01:00:00Z,21,19,3,7,home win REG,left,Scottrade Center,/api/v1/venues/null,America/Chicago,-5,CDT,St Louis,Colorado
1003,2013020282,20132014,R,2013-11-15T02:00:00Z,25,20,7,3,away win REG,right,Scotiabank Saddledome,/api/v1/venues/null,America/Denver,-6,MDT,Calgary,Dallas
2057,2013020283,20132014,R,2013-11-15T03:00:00Z,28,23,2,1,away win OT,right,Rogers Arena,/api/v1/venues/null,America/Vancouver,-7,PDT,Vancouver,San Jose
1066,2013020285,20132014,R,2013-11-16T00:00:00Z,26,1,2,0,away win REG,left,Prudential Center,/api/v1/venues/null,America/New_York,-4,EDT,New Jersey,Los Angeles
1721,2013020287,20132014,R,2013-11-16T00:00:00Z,24,12,2,3,home win SO,right,PNC Arena,/api/v1/venues/null,America/New_York,-4,EDT,Carolina,Anaheim
1735,2013020284,20132014,R,2013-11-16T00:00:00Z,10,7,1,3,home win REG,left,First Niagara Center,/api/v1/venues/null,America/New_York,-4,EDT,Buffalo,Toronto
1760,2013020286,20132014,R,2013-11-16T00:00:00Z,18,5,1,4,home win REG,left,CONSOL Energy Center,/api/v1/venues/null,America/New_York,-4,EDT,Pittsburgh,Nashville
1934,2013020288,20132014,R,2013-11-16T00:00:00Z,8,29,3,2,away win SO,left,Nationwide Arena,/api/v1/venues/null,America/New_York,-4,EDT,Columbus,Montreal
1698,2013020290,20132014,R,2013-11-16T00:30:00Z,15,17,4,3,away win SO,right,Joe Louis Arena,/api/v1/venues/null,America/Detroit,-4,EDT,Detroit,Washington
2021,2013020289,20132014,R,2013-11-16T00:30:00Z,6,9,2,4,home win REG,left,Canadian Tire Centre,/api/v1/venues/null,America/New_York,-4,EDT,Ottawa,Boston
1293,2013020292,20132014,R,2013-11-16T01:00:00Z,4,52,2,3,home win SO,right,MTS Centre,/api/v1/venues/null,America/Winnipeg,-5,CDT,Winnipeg,Philadelphia
